,tn,fp,fn,tp,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_roc_score
0,11.0,0.0,1.0,2.0,1.0,0.6666666666666666,0.9285714285714286,0.14285714285714285,0.8,0.7817359599705717,1.0
1,10.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.21428571428571427,0.6666666666666666,0.5757575757575758,0.9090909090909091
2,11.0,0.0,2.0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.07142857142857142,0.5,0.5310850045437943,0.7272727272727273
3,10.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.21428571428571427,0.6666666666666666,0.5757575757575758,0.9545454545454545
4,7.0,4.0,0.0,3.0,0.42857142857142855,1.0,0.7142857142857143,0.5,0.6,0.5222329678670935,0.8181818181818182
5,9.0,2.0,0.0,2.0,0.5,1.0,0.8461538461538461,0.3076923076923077,0.6666666666666666,0.6396021490668313,0.9090909090909091
6,9.0,2.0,0.0,2.0,0.5,1.0,0.8461538461538461,0.3076923076923077,0.6666666666666666,0.6396021490668313,0.9545454545454546
7,10.0,1.0,0.0,2.0,0.6666666666666666,1.0,0.9230769230769231,0.23076923076923078,0.8,0.778498944161523,0.9545454545454545
8,7.0,3.0,2.0,1.0,0.25,0.3333333333333333,0.6153846153846154,0.3076923076923077,0.28571428571428575,0.03042903097250923,0.6166666666666667
9,8.0,2.0,0.0,3.0,0.6,1.0,0.8461538461538461,0.38461538461538464,0.7499999999999999,0.6928203230275508,0.9
10,92.0,16.0,7.0,20.0,0.6278571428571428,0.7666666666666666,0.8291208791208792,0.2681318681318681,0.6402380952380953,0.5767521680191856,0.8743939393939394
